Bandit,Reward,Algorithm
3,2.5585057519363845,Epsilon-Greedy
3,4.175545829890508,Epsilon-Greedy
3,4.408512348377426,Epsilon-Greedy
3,3.6370427210312926,Epsilon-Greedy
3,4.174639269367828,Epsilon-Greedy
3,3.519868132304149,Epsilon-Greedy
3,4.127802697366783,Epsilon-Greedy
3,4.367102266788067,Epsilon-Greedy
3,3.474194612687043,Epsilon-Greedy
3,3.868961593001004,Epsilon-Greedy
3,1.964759759374496,Epsilon-Greedy
3,2.299006448061246,Epsilon-Greedy
3,3.593507123303738,Epsilon-Greedy
3,2.7701306217591855,Epsilon-Greedy
3,3.822259678512594,Epsilon-Greedy
3,5.121853189426848,Epsilon-Greedy
3,5.310543824692213,Epsilon-Greedy
3,3.7775872215444344,Epsilon-Greedy
3,2.8530413712665608,Epsilon-Greedy
3,2.7727402190791426,Epsilon-Greedy
3,5.660136953448242,Epsilon-Greedy
3,4.897888538760342,Epsilon-Greedy
3,3.793432831568671,Epsilon-Greedy
3,4.074206213800156,Epsilon-Greedy
3,3.770597397269648,Epsilon-Greedy
3,4.5055018106114915,Epsilon-Greedy
3,3.97107511582513,Epsilon-Greedy
3,4.7077155412496205,Epsilon-Greedy
3,4.722540080290077,Epsilon-Greedy
3,3.0556312224569475,Epsilon-Greedy
3,4.3232457629089796,Epsilon-Greedy
3,5.249201767487533,Epsilon-Greedy
3,4.491404567019497,Epsilon-Greedy
3,4.3749779383397085,Epsilon-Greedy
3,3.242600483101691,Epsilon-Greedy
3,3.2591675920322976,Epsilon-Greedy
3,3.9857109686100314,Epsilon-Greedy
3,3.3653949647066432,Epsilon-Greedy
3,4.995752236681356,Epsilon-Greedy
3,3.826965121303082,Epsilon-Greedy
3,3.3118403098997273,Epsilon-Greedy
3,5.023521522465661,Epsilon-Greedy
3,2.906371053936605,Epsilon-Greedy
3,3.9758230229018703,Epsilon-Greedy
3,3.4289952803604264,Epsilon-Greedy
3,6.402026281835456,Epsilon-Greedy
3,3.9773969105551803,Epsilon-Greedy
3,3.1236813320258188,Epsilon-Greedy
3,4.037660233167938,Epsilon-Greedy
3,3.8209880328825148,Epsilon-Greedy
3,3.268122914369783,Epsilon-Greedy
3,4.9888827373090185,Epsilon-Greedy
3,4.6233098066546034,Epsilon-Greedy
3,4.275510562348253,Epsilon-Greedy
3,3.2014546843938176,Epsilon-Greedy
3,5.811980124134871,Epsilon-Greedy
3,4.357925728691769,Epsilon-Greedy
3,3.4205367259299297,Epsilon-Greedy
3,5.089009981784773,Epsilon-Greedy
3,4.114533366215464,Epsilon-Greedy
3,4.950145470998832,Epsilon-Greedy
3,4.40134362702479,Epsilon-Greedy
3,6.182507024177087,Epsilon-Greedy
3,2.968423753129842,Epsilon-Greedy
3,3.47070176245378,Epsilon-Greedy
3,6.965010351720722,Epsilon-Greedy
3,3.903371093376779,Epsilon-Greedy
3,2.872172779498694,Epsilon-Greedy
3,4.564277388026737,Epsilon-Greedy
3,5.091046102164667,Epsilon-Greedy
3,3.889266570919304,Epsilon-Greedy
3,2.1356684716909053,Epsilon-Greedy
3,3.098399253964428,Epsilon-Greedy
3,2.4381931386045284,Epsilon-Greedy
3,6.001737102530136,Epsilon-Greedy
3,2.3670477194580166,Epsilon-Greedy
3,3.427231575451474,Epsilon-Greedy
3,4.532859892813459,Epsilon-Greedy
3,2.746191766206743,Epsilon-Greedy
3,4.401625505491474,Epsilon-Greedy
3,3.3143897189181923,Epsilon-Greedy
3,4.323800127605946,Epsilon-Greedy
3,3.70851002100651,Epsilon-Greedy
3,3.8432696017774743,Epsilon-Greedy
3,5.06240150987512,Epsilon-Greedy
3,2.8444319518942827,Epsilon-Greedy
3,4.319223342195547,Epsilon-Greedy
3,4.807293124811084,Epsilon-Greedy
3,2.754233940900301,Epsilon-Greedy
3,2.4441013495101043,Epsilon-Greedy
3,3.727604029500191,Epsilon-Greedy
3,1.9048424773200145,Epsilon-Greedy
3,4.254173892246202,Epsilon-Greedy
3,4.648924210506996,Epsilon-Greedy
3,2.60800366281199,Epsilon-Greedy
3,4.847079009985034,Epsilon-Greedy
3,5.22250091488688,Epsilon-Greedy
3,4.362655622251169,Epsilon-Greedy
3,5.298738503943796,Epsilon-Greedy
3,3.6731192203203484,Epsilon-Greedy
3,3.4490518855345726,Epsilon-Greedy
3,3.869084027230251,Epsilon-Greedy
3,2.965045135467867,Epsilon-Greedy
3,3.4112364637932044,Epsilon-Greedy
