Bandit,Reward,Algorithm
3,4.16705700269339,Thompson Sampling
3,3.1275997661522403,Thompson Sampling
3,3.571044473583251,Thompson Sampling
3,3.20759485973879,Thompson Sampling
3,3.4766776282294396,Thompson Sampling
3,3.49508257992419,Thompson Sampling
3,3.617461992082944,Thompson Sampling
3,1.8949827489342437,Thompson Sampling
3,4.300465781641859,Thompson Sampling
3,3.8003362756204773,Thompson Sampling
3,3.8539749997903052,Thompson Sampling
3,1.898865107097742,Thompson Sampling
3,4.793322348892463,Thompson Sampling
3,2.955050772062097,Thompson Sampling
3,4.074820020086508,Thompson Sampling
3,3.501450266802856,Thompson Sampling
3,4.761640874677144,Thompson Sampling
3,2.8750078378143114,Thompson Sampling
3,5.691905612191949,Thompson Sampling
3,3.8619744574164483,Thompson Sampling
3,3.8727890207695217,Thompson Sampling
3,3.9443348142118264,Thompson Sampling
3,5.38147772092965,Thompson Sampling
3,4.670823547966917,Thompson Sampling
3,6.012843243618482,Thompson Sampling
3,3.3604027035017854,Thompson Sampling
3,2.6196323321315043,Thompson Sampling
3,3.9471379850980495,Thompson Sampling
3,4.825928341856545,Thompson Sampling
3,4.555456152615825,Thompson Sampling
3,2.5144084907929343,Thompson Sampling
3,3.5916203630607892,Thompson Sampling
3,4.0467001312723365,Thompson Sampling
3,3.8047158252744393,Thompson Sampling
3,4.870190930071614,Thompson Sampling
3,4.1247919083569276,Thompson Sampling
3,4.64143774242975,Thompson Sampling
3,5.068143024054703,Thompson Sampling
3,2.0828834578647797,Thompson Sampling
3,4.223585546412692,Thompson Sampling
3,3.7266583626273406,Thompson Sampling
3,3.871128604996684,Thompson Sampling
3,3.431863942201893,Thompson Sampling
3,3.825767697128521,Thompson Sampling
3,3.841061832210977,Thompson Sampling
3,3.0770187174768107,Thompson Sampling
3,5.045209535259253,Thompson Sampling
3,4.684903679290716,Thompson Sampling
3,4.53658302303649,Thompson Sampling
3,3.318274547899594,Thompson Sampling
3,5.197861865391138,Thompson Sampling
3,3.177018070209301,Thompson Sampling
3,5.561187528966923,Thompson Sampling
3,4.201700014778303,Thompson Sampling
3,3.886786833789663,Thompson Sampling
3,5.3906562685769845,Thompson Sampling
3,4.884753454837942,Thompson Sampling
3,4.83593323428191,Thompson Sampling
3,3.7461467420917622,Thompson Sampling
3,4.52080322662508,Thompson Sampling
3,3.4826176705255705,Thompson Sampling
3,3.069553919144777,Thompson Sampling
3,4.491095939679863,Thompson Sampling
3,6.8693906965807034,Thompson Sampling
3,6.543556168549496,Thompson Sampling
3,2.8234567498837104,Thompson Sampling
3,4.711412078201052,Thompson Sampling
3,2.180280631158001,Thompson Sampling
3,3.565152370691401,Thompson Sampling
3,2.6195709840005983,Thompson Sampling
3,2.347648514604719,Thompson Sampling
3,3.1968651505376164,Thompson Sampling
3,4.314238576671853,Thompson Sampling
3,4.531665562824835,Thompson Sampling
3,4.946382052261355,Thompson Sampling
3,4.601745983995297,Thompson Sampling
3,3.9315180026156824,Thompson Sampling
3,5.857436271582575,Thompson Sampling
3,3.881214104336608,Thompson Sampling
3,3.950241032268716,Thompson Sampling
3,2.6445043684741787,Thompson Sampling
3,1.8241099844558022,Thompson Sampling
3,3.0917860960138865,Thompson Sampling
3,5.258167411738358,Thompson Sampling
3,3.056644074327899,Thompson Sampling
3,3.9862794253740317,Thompson Sampling
3,3.6778344774128144,Thompson Sampling
3,4.581476364218561,Thompson Sampling
3,4.193184552448255,Thompson Sampling
3,4.33451937995158,Thompson Sampling
3,4.281678760777208,Thompson Sampling
3,3.6329640065120383,Thompson Sampling
3,5.80490628899496,Thompson Sampling
3,4.3439207405611135,Thompson Sampling
3,5.895023601367159,Thompson Sampling
3,5.067832368048481,Thompson Sampling
3,4.815494520222155,Thompson Sampling
3,3.1680367136255683,Thompson Sampling
3,4.909437399018183,Thompson Sampling
3,4.472022222905421,Thompson Sampling
3,4.327286678625348,Thompson Sampling
3,3.9974119007946176,Thompson Sampling
3,2.7604364486540467,Thompson Sampling
3,3.9390338372822056,Thompson Sampling
3,3.5172731912209363,Thompson Sampling
3,4.789139144197615,Thompson Sampling
3,4.236121217520717,Thompson Sampling
3,2.434131603510325,Thompson Sampling
3,5.6501801047405085,Thompson Sampling
3,4.040516082546482,Thompson Sampling
3,4.5649631740142915,Thompson Sampling
3,3.9326016249248394,Thompson Sampling
3,3.5123764639839212,Thompson Sampling
3,5.27416039135353,Thompson Sampling
3,2.8622226441120056,Thompson Sampling
3,3.8669250696226625,Thompson Sampling
3,4.008348932908125,Thompson Sampling
3,3.204703226762274,Thompson Sampling
3,4.868752586375764,Thompson Sampling
3,4.697434787153888,Thompson Sampling
3,5.985370448327421,Thompson Sampling
3,3.747676286409846,Thompson Sampling
3,3.8869891788814064,Thompson Sampling
3,3.0433008521823197,Thompson Sampling
3,2.9058907093302295,Thompson Sampling
3,2.986106094484375,Thompson Sampling
3,4.029691006459867,Thompson Sampling
3,5.46538396923001,Thompson Sampling
3,2.279055877837037,Thompson Sampling
3,3.1498202051805286,Thompson Sampling
3,4.2938239930450175,Thompson Sampling
3,4.5256128252550765,Thompson Sampling
3,4.315051621975814,Thompson Sampling
3,3.0592407024674735,Thompson Sampling
3,3.3127079294069497,Thompson Sampling
3,3.120809274725384,Thompson Sampling
3,4.237277812402865,Thompson Sampling
3,2.0504455975358975,Thompson Sampling
3,4.047497437336107,Thompson Sampling
3,2.3586603959290318,Thompson Sampling
3,4.846238529737277,Thompson Sampling
3,5.104829893652765,Thompson Sampling
3,3.318123318507725,Thompson Sampling
3,5.833843719055437,Thompson Sampling
3,2.1819806806398914,Thompson Sampling
3,3.2735618444934516,Thompson Sampling
3,5.109450086923934,Thompson Sampling
3,5.838113088267159,Thompson Sampling
3,3.4522697296556837,Thompson Sampling
3,3.9515771595587323,Thompson Sampling
3,2.9653802864541916,Thompson Sampling
3,5.100264039544859,Thompson Sampling
3,4.128061553047105,Thompson Sampling
3,4.426880719301711,Thompson Sampling
3,2.832842339718402,Thompson Sampling
3,3.994831348629822,Thompson Sampling
3,1.5501813087691674,Thompson Sampling
3,3.5972503298355947,Thompson Sampling
3,3.805768275551872,Thompson Sampling
3,3.582123811668152,Thompson Sampling
3,2.7743241626179342,Thompson Sampling
3,3.50175203530887,Thompson Sampling
3,4.854782900361728,Thompson Sampling
3,3.590737414045123,Thompson Sampling
3,3.788522745616636,Thompson Sampling
3,4.475319823842731,Thompson Sampling
3,3.1456563575369216,Thompson Sampling
3,3.281581222260881,Thompson Sampling
3,4.458079625038516,Thompson Sampling
3,4.11722511943344,Thompson Sampling
3,4.585006362853622,Thompson Sampling
3,2.2798794539380323,Thompson Sampling
3,4.771509117559171,Thompson Sampling
3,3.1310416573552224,Thompson Sampling
3,4.972306562936896,Thompson Sampling
3,4.03067914295016,Thompson Sampling
3,3.547466110045885,Thompson Sampling
3,3.16838090707255,Thompson Sampling
3,3.8801310101427813,Thompson Sampling
3,3.751867211414461,Thompson Sampling
3,2.4485145054606194,Thompson Sampling
3,4.075576617146658,Thompson Sampling
3,3.767275912884578,Thompson Sampling
3,4.8277284042275905,Thompson Sampling
3,2.5618077822373926,Thompson Sampling
3,4.719355630211514,Thompson Sampling
3,2.763513465520438,Thompson Sampling
3,3.7658308426154354,Thompson Sampling
3,3.986823064989496,Thompson Sampling
3,3.836387605571344,Thompson Sampling
3,3.781651192770459,Thompson Sampling
3,1.7194758048666516,Thompson Sampling
3,3.320424726934819,Thompson Sampling
3,2.110755336038527,Thompson Sampling
3,3.6491218154887517,Thompson Sampling
3,3.9300399643298123,Thompson Sampling
3,4.28779347415865,Thompson Sampling
3,4.108933610958633,Thompson Sampling
3,5.650757600025658,Thompson Sampling
3,4.010140905357639,Thompson Sampling
3,2.863266618976702,Thompson Sampling
3,3.2989679109308927,Thompson Sampling
3,3.5122642598090708,Thompson Sampling
3,4.293849250749774,Thompson Sampling
3,3.1240054673278417,Thompson Sampling
3,4.829300060263424,Thompson Sampling
3,3.6537067626559727,Thompson Sampling
3,4.000787267123825,Thompson Sampling
3,2.2948088413546195,Thompson Sampling
3,4.524891369921038,Thompson Sampling
3,4.579082232544315,Thompson Sampling
3,3.3731903383309176,Thompson Sampling
3,2.891383311780737,Thompson Sampling
3,5.978146204006603,Thompson Sampling
3,3.4901078574189404,Thompson Sampling
3,3.202460639033946,Thompson Sampling
3,3.508822580302627,Thompson Sampling
3,4.786087821251254,Thompson Sampling
3,5.303318630333133,Thompson Sampling
3,3.4027542467850527,Thompson Sampling
